State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Tamil Nadu,CUDDALORE,2011,Whole Year ,Arhar/Tur,23,20
Tamil Nadu,CUDDALORE,2011,Whole Year ,Banana,4133,97421
Tamil Nadu,CUDDALORE,2011,Whole Year ,Cashewnut,32261,5529
Tamil Nadu,CUDDALORE,2011,Whole Year ,Castor seed,2,13
Tamil Nadu,CUDDALORE,2011,Whole Year ,Coconut ,2343,43700000
Tamil Nadu,CUDDALORE,2011,Whole Year ,Coriander,96,34
Tamil Nadu,CUDDALORE,2011,Whole Year ,Dry chillies,103,45
Tamil Nadu,CUDDALORE,2011,Whole Year ,Horse-gram,3,2
Tamil Nadu,CUDDALORE,2011,Whole Year ,Moong(Green Gram),3075,1760
Tamil Nadu,CUDDALORE,2011,Whole Year ,Onion,17,161
Tamil Nadu,CUDDALORE,2011,Whole Year ,Small millets,1854,4558
Tamil Nadu,CUDDALORE,2011,Whole Year ,Sugarcane,31064,2948274
Tamil Nadu,CUDDALORE,2011,Whole Year ,Sunflower,8,15
Tamil Nadu,CUDDALORE,2011,Whole Year ,Sweet potato,4,82
Tamil Nadu,CUDDALORE,2011,Whole Year ,Tapioca,3404,101408
Tamil Nadu,CUDDALORE,2011,Whole Year ,Turmeric,722,3956
Tamil Nadu,CUDDALORE,2011,Whole Year ,Urad,51938,29656
Tamil Nadu,CUDDALORE,2012,Kharif     ,Arhar/Tur,28,22
Tamil Nadu,CUDDALORE,2012,Kharif     ,Castor seed,21,4.16
Tamil Nadu,CUDDALORE,2012,Kharif     ,Cotton(lint),5067,12101
Tamil Nadu,CUDDALORE,2012,Kharif     ,Groundnut,11002,40010
Tamil Nadu,CUDDALORE,2012,Kharif     ,Horse-gram,3,1
Tamil Nadu,CUDDALORE,2012,Kharif     ,Maize,15171,23212
Tamil Nadu,CUDDALORE,2012,Kharif     ,Moong(Green Gram),3989,2400
Tamil Nadu,CUDDALORE,2012,Kharif     ,Ragi,80,178
Tamil Nadu,CUDDALORE,2012,Kharif     ,Rice,111958,339286
Tamil Nadu,CUDDALORE,2012,Kharif     ,Sunflower,15,17
Tamil Nadu,CUDDALORE,2012,Kharif     ,Urad,39034,21412
Tamil Nadu,CUDDALORE,2012,Whole Year ,Sugarcane,30638,3445715
Tamil Nadu,CUDDALORE,2013,Kharif     ,Bajra,3361,7929
Tamil Nadu,CUDDALORE,2013,Kharif     ,Castor seed,3,2
Tamil Nadu,CUDDALORE,2013,Kharif     ,Cotton(lint),8243,29081
Tamil Nadu,CUDDALORE,2013,Kharif     ,Groundnut,3354,9102
Tamil Nadu,CUDDALORE,2013,Kharif     ,Horse-gram,13,10
Tamil Nadu,CUDDALORE,2013,Kharif     ,Jowar,66,73
Tamil Nadu,CUDDALORE,2013,Kharif     ,Maize,18993,70767
Tamil Nadu,CUDDALORE,2013,Kharif     ,Moong(Green Gram),212,119
Tamil Nadu,CUDDALORE,2013,Kharif     ,Onion,12,140
Tamil Nadu,CUDDALORE,2013,Kharif     ,Ragi,120,328
Tamil Nadu,CUDDALORE,2013,Kharif     ,Rice,127485,565960
Tamil Nadu,CUDDALORE,2013,Kharif     ,Sunflower,7,13
Tamil Nadu,CUDDALORE,2013,Kharif     ,Urad,4915,3343
Tamil Nadu,CUDDALORE,2013,Rabi       ,Bajra,198,397
Tamil Nadu,CUDDALORE,2013,Rabi       ,Cotton(lint),371,891
Tamil Nadu,CUDDALORE,2013,Rabi       ,Groundnut,8316,36172
Tamil Nadu,CUDDALORE,2013,Rabi       ,Horse-gram,3,2
Tamil Nadu,CUDDALORE,2013,Rabi       ,Jowar,9,19
Tamil Nadu,CUDDALORE,2013,Rabi       ,Maize,1527,7638
Tamil Nadu,CUDDALORE,2013,Rabi       ,Moong(Green Gram),11017,11630
Tamil Nadu,CUDDALORE,2013,Rabi       ,Onion,5,42
Tamil Nadu,CUDDALORE,2013,Rabi       ,Ragi,79,313
Tamil Nadu,CUDDALORE,2013,Rabi       ,Sunflower,22,22
Tamil Nadu,CUDDALORE,2013,Rabi       ,Urad,47422,49559
Tamil Nadu,CUDDALORE,2013,Whole Year ,Arhar/Tur,315,305
Tamil Nadu,CUDDALORE,2013,Whole Year ,Banana,4251,171740
Tamil Nadu,CUDDALORE,2013,Whole Year ,Cashewnut,30146,12021
Tamil Nadu,CUDDALORE,2013,Whole Year ,Coconut ,1881,15200000
Tamil Nadu,CUDDALORE,2013,Whole Year ,Coriander,34,12
Tamil Nadu,CUDDALORE,2013,Whole Year ,Dry chillies,128,35
Tamil Nadu,CUDDALORE,2013,Whole Year ,Small millets,1568,3018
Tamil Nadu,CUDDALORE,2013,Whole Year ,Sugarcane,30304,3286001
Tamil Nadu,CUDDALORE,2013,Whole Year ,Sweet potato,30,633
Tamil Nadu,CUDDALORE,2013,Whole Year ,Tapioca,3252,124710
Tamil Nadu,CUDDALORE,2013,Whole Year ,Turmeric,355,1304
Tamil Nadu,DHARMAPURI,1997,Kharif     ,Banana,1354,53114
Tamil Nadu,DHARMAPURI,1997,Kharif     ,Horse-gram,39102,21390
Tamil Nadu,DHARMAPURI,1997,Kharif     ,Onion,1132,9152
Tamil Nadu,DHARMAPURI,1997,Kharif     ,Sesamum,729,370
Tamil Nadu,DHARMAPURI,1997,Whole Year ,Arhar/Tur,9409,6240
Tamil Nadu,DHARMAPURI,1997,Whole Year ,Bajra,2669,4600
Tamil Nadu,DHARMAPURI,1997,Whole Year ,Banana,1871,140280
Tamil Nadu,DHARMAPURI,1997,Whole Year ,Cashewnut,19,10
Tamil Nadu,DHARMAPURI,1997,Whole Year ,Castor seed,3120,1070
Tamil Nadu,DHARMAPURI,1997,Whole Year ,Coriander,334,110
Tamil Nadu,DHARMAPURI,1997,Whole Year ,Cotton(lint),25630,42660
Tamil Nadu,DHARMAPURI,1997,Whole Year ,Dry chillies,1045,650
Tamil Nadu,DHARMAPURI,1997,Whole Year ,Dry ginger,13,410
Tamil Nadu,DHARMAPURI,1997,Whole Year ,Garlic,1,10
Tamil Nadu,DHARMAPURI,1997,Whole Year ,Gram,168,10
Tamil Nadu,DHARMAPURI,1997,Whole Year ,Groundnut,74354,103640
Tamil Nadu,DHARMAPURI,1997,Whole Year ,Jowar,22103,27860
Tamil Nadu,DHARMAPURI,1997,Whole Year ,Maize,358,390
Tamil Nadu,DHARMAPURI,1997,Whole Year ,Moong(Green Gram),915,540
Tamil Nadu,DHARMAPURI,1997,Whole Year ,Onion,382,2900
Tamil Nadu,DHARMAPURI,1997,Whole Year ,Potato,144,3720
Tamil Nadu,DHARMAPURI,1997,Whole Year ,Pulses total,65383,31970
Tamil Nadu,DHARMAPURI,1997,Whole Year ,Ragi,54240,106670
Tamil Nadu,DHARMAPURI,1997,Whole Year ,Rapeseed &Mustard,538,130
Tamil Nadu,DHARMAPURI,1997,Whole Year ,Rice,64393,203890
Tamil Nadu,DHARMAPURI,1997,Whole Year ,Small millets,1530,60
Tamil Nadu,DHARMAPURI,1997,Whole Year ,Sugarcane,18938,18100000
Tamil Nadu,DHARMAPURI,1997,Whole Year ,Sunflower,818,730
Tamil Nadu,DHARMAPURI,1997,Whole Year ,Tapioca,15842,636970
Tamil Nadu,DHARMAPURI,1997,Whole Year ,Tobacco,19,20
Tamil Nadu,DHARMAPURI,1997,Whole Year ,Total foodgrain,235952,397460
Tamil Nadu,DHARMAPURI,1997,Whole Year ,Turmeric,2075,9470
Tamil Nadu,DHARMAPURI,1997,Whole Year ,Urad,2039,920
Tamil Nadu,DHARMAPURI,1998,Kharif     ,Arhar/Tur,20371,22714
Tamil Nadu,DHARMAPURI,1998,Kharif     ,Bajra,9095,14981
Tamil Nadu,DHARMAPURI,1998,Kharif     ,Cotton(lint),18964,32671
Tamil Nadu,DHARMAPURI,1998,Kharif     ,Dry ginger,1,32
Tamil Nadu,DHARMAPURI,1998,Kharif     ,Groundnut,88007,153406
Tamil Nadu,DHARMAPURI,1998,Kharif     ,Horse-gram,65963,32322
Tamil Nadu,DHARMAPURI,1998,Kharif     ,Jowar,25194,51194
Tamil Nadu,DHARMAPURI,1998,Kharif     ,Maize,1124,1229
Tamil Nadu,DHARMAPURI,1998,Kharif     ,Moong(Green Gram),9023,4304
Tamil Nadu,DHARMAPURI,1998,Kharif     ,Pulses total,142266,72770
Tamil Nadu,DHARMAPURI,1998,Kharif     ,Ragi,81628,148820
Tamil Nadu,DHARMAPURI,1998,Kharif     ,Rice,57072,196352
Tamil Nadu,DHARMAPURI,1998,Kharif     ,Sesamum,2135,1179
Tamil Nadu,DHARMAPURI,1998,Kharif     ,Small millets,18200,6700
Tamil Nadu,DHARMAPURI,1998,Kharif     ,Sunflower,4463,3735
Tamil Nadu,DHARMAPURI,1998,Kharif     ,Total foodgrain,367554,53151
Tamil Nadu,DHARMAPURI,1998,Kharif     ,Urad,12053,5894
Tamil Nadu,DHARMAPURI,1998,Rabi       ,Gram,793,485
Tamil Nadu,DHARMAPURI,1998,Whole Year ,Banana,621,46561
Tamil Nadu,DHARMAPURI,1998,Whole Year ,Black pepper,17,3
Tamil Nadu,DHARMAPURI,1998,Whole Year ,Cardamom,324,24
Tamil Nadu,DHARMAPURI,1998,Whole Year ,Castor seed,14455,4351
Tamil Nadu,DHARMAPURI,1998,Whole Year ,Coriander,1739,562
Tamil Nadu,DHARMAPURI,1998,Whole Year ,Dry chillies,738,462
Tamil Nadu,DHARMAPURI,1998,Whole Year ,Garlic,755,3775
Tamil Nadu,DHARMAPURI,1998,Whole Year ,Onion,931,7253
Tamil Nadu,DHARMAPURI,1998,Whole Year ,Potato,184,4749
Tamil Nadu,DHARMAPURI,1998,Whole Year ,Rapeseed &Mustard,374,92
Tamil Nadu,DHARMAPURI,1998,Whole Year ,Sannhamp,72,53
Tamil Nadu,DHARMAPURI,1998,Whole Year ,Sugarcane,27836,2772300
Tamil Nadu,DHARMAPURI,1998,Whole Year ,Sweet potato,131,2287
Tamil Nadu,DHARMAPURI,1998,Whole Year ,Tapioca,16469,662169
Tamil Nadu,DHARMAPURI,1998,Whole Year ,Turmeric,2587,11804
Tamil Nadu,DHARMAPURI,1999,Kharif     ,Arhar/Tur,17041,14807
Tamil Nadu,DHARMAPURI,1999,Kharif     ,Bajra,7917,18416
Tamil Nadu,DHARMAPURI,1999,Kharif     ,Castor seed,5248,1803
Tamil Nadu,DHARMAPURI,1999,Kharif     ,Cotton(lint),13721,27047
Tamil Nadu,DHARMAPURI,1999,Kharif     ,Groundnut,75637,127907
Tamil Nadu,DHARMAPURI,1999,Kharif     ,Horse-gram,71795,31803
Tamil Nadu,DHARMAPURI,1999,Kharif     ,Jowar,24658,38935
Tamil Nadu,DHARMAPURI,1999,Kharif     ,Korra,342,125
Tamil Nadu,DHARMAPURI,1999,Kharif     ,Maize,1129,1239
Tamil Nadu,DHARMAPURI,1999,Kharif     ,Moong(Green Gram),8728,4739
Tamil Nadu,DHARMAPURI,1999,Kharif     ,Ragi,86751,154835
Tamil Nadu,DHARMAPURI,1999,Kharif     ,Rice,60472,201243
Tamil Nadu,DHARMAPURI,1999,Kharif     ,Sesamum,6932,3514
Tamil Nadu,DHARMAPURI,1999,Kharif     ,Sunflower,3868,3538
Tamil Nadu,DHARMAPURI,1999,Kharif     ,Urad,12622,6538
Tamil Nadu,DHARMAPURI,1999,Kharif     ,Varagu,343,253
Tamil Nadu,DHARMAPURI,1999,Rabi       ,Gram,622,124
Tamil Nadu,DHARMAPURI,1999,Rabi       ,Rapeseed &Mustard,403,99
Tamil Nadu,DHARMAPURI,1999,Rabi       ,Samai,40014,33456
Tamil Nadu,DHARMAPURI,1999,Whole Year ,Banana,1354,53114
Tamil Nadu,DHARMAPURI,1999,Whole Year ,Black pepper,1,
Tamil Nadu,DHARMAPURI,1999,Whole Year ,Coriander,1525,512
Tamil Nadu,DHARMAPURI,1999,Whole Year ,Dry chillies,1532,1219
Tamil Nadu,DHARMAPURI,1999,Whole Year ,Guar seed,25826,224821
Tamil Nadu,DHARMAPURI,1999,Whole Year ,Onion,1132,9152
Tamil Nadu,DHARMAPURI,1999,Whole Year ,Potato,522,12973
Tamil Nadu,DHARMAPURI,1999,Whole Year ,Sannhamp,217,160
Tamil Nadu,DHARMAPURI,1999,Whole Year ,Sugarcane,25826,2311813
Tamil Nadu,DHARMAPURI,1999,Whole Year ,Sweet potato,33,400
Tamil Nadu,DHARMAPURI,1999,Whole Year ,Tapioca,22781,828484
Tamil Nadu,DHARMAPURI,1999,Whole Year ,Turmeric,3483,17399
Tamil Nadu,DHARMAPURI,2000,Kharif     ,Arhar/Tur,13983,12150
Tamil Nadu,DHARMAPURI,2000,Kharif     ,Bajra,6496,14992
Tamil Nadu,DHARMAPURI,2000,Kharif     ,Castor seed,7355,2528
Tamil Nadu,DHARMAPURI,2000,Kharif     ,Cotton(lint),12364,24358
Tamil Nadu,DHARMAPURI,2000,Kharif     ,Groundnut,54365,94996
Tamil Nadu,DHARMAPURI,2000,Kharif     ,Horse-gram,93837,41945
Tamil Nadu,DHARMAPURI,2000,Kharif     ,Jowar,19579,36559
Tamil Nadu,DHARMAPURI,2000,Kharif     ,Maize,1259,1381
Tamil Nadu,DHARMAPURI,2000,Kharif     ,Moong(Green Gram),6637,3099
Tamil Nadu,DHARMAPURI,2000,Kharif     ,Other Cereals & Millets,48593,40573
Tamil Nadu,DHARMAPURI,2000,Kharif     ,Other Kharif pulses,36259,7564
Tamil Nadu,DHARMAPURI,2000,Kharif     ,Ragi,89722,162669
Tamil Nadu,DHARMAPURI,2000,Kharif     ,Rice,61608,227438
Tamil Nadu,DHARMAPURI,2000,Kharif     ,Sesamum,5525,3416
Tamil Nadu,DHARMAPURI,2000,Kharif     ,Sunflower,745,677
Tamil Nadu,DHARMAPURI,2000,Kharif     ,Urad,12902,6683
Tamil Nadu,DHARMAPURI,2000,Rabi       ,Gram,511,102
Tamil Nadu,DHARMAPURI,2000,Rabi       ,Rapeseed &Mustard,552,136
Tamil Nadu,DHARMAPURI,2000,Whole Year ,Banana,1615,63352
Tamil Nadu,DHARMAPURI,2000,Whole Year ,Cashewnut,2,1
Tamil Nadu,DHARMAPURI,2000,Whole Year ,Coriander,1466,493
Tamil Nadu,DHARMAPURI,2000,Whole Year ,Dry chillies,1214,1062
Tamil Nadu,DHARMAPURI,2000,Whole Year ,Onion,1488,12030
Tamil Nadu,DHARMAPURI,2000,Whole Year ,Potato,326,8238
Tamil Nadu,DHARMAPURI,2000,Whole Year ,Sannhamp,369,269
Tamil Nadu,DHARMAPURI,2000,Whole Year ,Sugarcane,25355,2269651
Tamil Nadu,DHARMAPURI,2000,Whole Year ,Sweet potato,55,667
Tamil Nadu,DHARMAPURI,2000,Whole Year ,Tapioca,18014,655121
Tamil Nadu,DHARMAPURI,2000,Whole Year ,Tobacco,29,39
Tamil Nadu,DHARMAPURI,2000,Whole Year ,Turmeric,3271,13451
Tamil Nadu,DHARMAPURI,2001,Kharif     ,Arhar/Tur,12743,7870
Tamil Nadu,DHARMAPURI,2001,Kharif     ,Bajra,3385,5100
Tamil Nadu,DHARMAPURI,2001,Kharif     ,Cotton(lint),12587,18550
Tamil Nadu,DHARMAPURI,2001,Kharif     ,Groundnut,49906,86140
Tamil Nadu,DHARMAPURI,2001,Kharif     ,Jowar,15029,13920
Tamil Nadu,DHARMAPURI,2001,Kharif     ,Moong(Green Gram),3606,1490
Tamil Nadu,DHARMAPURI,2001,Kharif     ,Ragi,74452,117590
Tamil Nadu,DHARMAPURI,2001,Kharif     ,Rice,54334,189510
Tamil Nadu,DHARMAPURI,2001,Kharif     ,Sesamum,3061,880
Tamil Nadu,DHARMAPURI,2001,Kharif     ,Sunflower,512,350
Tamil Nadu,DHARMAPURI,2001,Kharif     ,Urad,7010,2750
Tamil Nadu,DHARMAPURI,2001,Whole Year ,Sugarcane,22942,1923400
Tamil Nadu,DHARMAPURI,2002,Kharif     ,Arhar/Tur,8862,3626
Tamil Nadu,DHARMAPURI,2002,Kharif     ,Bajra,3281,3797
Tamil Nadu,DHARMAPURI,2002,Kharif     ,Castor seed,3187,1091
Tamil Nadu,DHARMAPURI,2002,Kharif     ,Cotton(lint),3325,2335
Tamil Nadu,DHARMAPURI,2002,Kharif     ,Groundnut,20419,24413
Tamil Nadu,DHARMAPURI,2002,Kharif     ,Horse-gram,37944,10082
Tamil Nadu,DHARMAPURI,2002,Kharif     ,Jowar,12211,11313
Tamil Nadu,DHARMAPURI,2002,Kharif     ,Korra,10,4
Tamil Nadu,DHARMAPURI,2002,Kharif     ,Maize,1020,1122
Tamil Nadu,DHARMAPURI,2002,Kharif     ,Moong(Green Gram),5377,2290
Tamil Nadu,DHARMAPURI,2002,Kharif     ,Other Kharif pulses,28015,5849
Tamil Nadu,DHARMAPURI,2002,Kharif     ,Ragi,67187,78871
Tamil Nadu,DHARMAPURI,2002,Kharif     ,Rice,30152,77596
Tamil Nadu,DHARMAPURI,2002,Kharif     ,Samai,34400,26238
Tamil Nadu,DHARMAPURI,2002,Kharif     ,Sesamum,3395,767
Tamil Nadu,DHARMAPURI,2002,Kharif     ,Sunflower,530,265
Tamil Nadu,DHARMAPURI,2002,Kharif     ,Urad,8550,3411
Tamil Nadu,DHARMAPURI,2002,Kharif     ,Varagu,25,28
Tamil Nadu,DHARMAPURI,2002,Rabi       ,Gram,442,55
Tamil Nadu,DHARMAPURI,2002,Rabi       ,Rapeseed &Mustard,474,117
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Arecanut,203,
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Ash Gourd,12,0
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Banana,1142,42200
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Beans & Mutter(Vegetable),843,0
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Beet Root,166,0
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Bhindi,598,4455
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Bitter Gourd,26,0
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Bottle Gourd,7,0
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Brinjal,590,4499
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Cabbage,1113,58583
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Carrot,115,0
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Cashewnut,16,5
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Cauliflower,195,0
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Citrus Fruit,91,101
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Coconut ,20229,155900
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Coriander,808,150
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Cucumber,145,0
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Drum Stick,29,0
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Dry chillies,703,646
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Dry ginger,1,16
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Grapes,119,2019
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Jack Fruit,38,430
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Lab-Lab,48,0
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Mango,36523,353860
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Onion,352,2977
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Orange,1,2
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Other Citrus Fruit,17,0
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Other Fresh Fruits,405,0
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Other Vegetables,311,0
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Papaya,89,0
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Pineapple,1,31
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Pome Fruit,504,2637
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Pome Granet,53,0
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Potato,277,5832
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Pump Kin,26,0
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Redish,434,0
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Ribed Guard,11,0
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Snak Guard,13,0
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Sugarcane,16049,1114260
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Sweet potato,27,369
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Tapioca,14712,305811
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Tobacco,625,933
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Tomato,5294,101955
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Turmeric,1921,4240
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Water Melon,18,0
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Yam,1,0
Tamil Nadu,DHARMAPURI,2003,Kharif     ,Arhar/Tur,3742,1381
Tamil Nadu,DHARMAPURI,2003,Kharif     ,Bajra,965,1116
Tamil Nadu,DHARMAPURI,2003,Kharif     ,Castor seed,577,198
Tamil Nadu,DHARMAPURI,2003,Kharif     ,Cotton(lint),6031,7148
Tamil Nadu,DHARMAPURI,2003,Kharif     ,Groundnut,21661,29153
Tamil Nadu,DHARMAPURI,2003,Kharif     ,Horse-gram,30282,7897
Tamil Nadu,DHARMAPURI,2003,Kharif     ,Jowar,34264,22249
Tamil Nadu,DHARMAPURI,2003,Kharif     ,Korra,9,4
Tamil Nadu,DHARMAPURI,2003,Kharif     ,Maize,209,230
Tamil Nadu,DHARMAPURI,2003,Kharif     ,Moong(Green Gram),1424,604
Tamil Nadu,DHARMAPURI,2003,Kharif     ,Other Kharif pulses,15816,3302
Tamil Nadu,DHARMAPURI,2003,Kharif     ,Ragi,73175,98495
Tamil Nadu,DHARMAPURI,2003,Kharif     ,Rice,15997,38810
Tamil Nadu,DHARMAPURI,2003,Kharif     ,Sesamum,609,95
Tamil Nadu,DHARMAPURI,2003,Kharif     ,Small millets,25066,9668
Tamil Nadu,DHARMAPURI,2003,Kharif     ,Sunflower,183,122
Tamil Nadu,DHARMAPURI,2003,Kharif     ,Urad,2976,1216
Tamil Nadu,DHARMAPURI,2003,Rabi       ,Gram,566,78
Tamil Nadu,DHARMAPURI,2003,Rabi       ,Rapeseed &Mustard,285,70
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Arecanut,308,
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Ash Gourd,6,0
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Banana,385,13619
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Beans & Mutter(Vegetable),32,0
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Beet Root,1,0
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Bhindi,113,791
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Bitter Gourd,5,0
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Bottle Gourd,1,0
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Brinjal,162,2460
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Cabbage,1,49
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Cashewnut,2,1
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Citrus Fruit,22,23
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Coconut ,21461,109900
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Coriander,365,106
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Cucumber,14,0
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Drum Stick,12,0
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Dry chillies,271,777
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Grapes,2,33
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Jack Fruit,36,348
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Lab-Lab,24,0
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Mango,5177,37742
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Onion,298,2684
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Other Citrus Fruit,20,0
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Other Fresh Fruits,182,0
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Other Vegetables,60,0
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Pome Fruit,171,1201
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Pome Granet,19,0
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Pump Kin,5,0
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Redish,20,0
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Ribed Guard,1,0
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Snak Guard,3,0
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Sugarcane,5560,342368
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Sweet potato,1,14
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Tapioca,16274,330953
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Tomato,2640,34843
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Turmeric,1659,4114
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Water Melon,8,0
Tamil Nadu,DHARMAPURI,2004,Kharif     ,Arhar/Tur,2488,1714
Tamil Nadu,DHARMAPURI,2004,Kharif     ,Bajra,1807,2046
Tamil Nadu,DHARMAPURI,2004,Kharif     ,Castor seed,149,51
Tamil Nadu,DHARMAPURI,2004,Kharif     ,Cotton(lint),7260,10699
Tamil Nadu,DHARMAPURI,2004,Kharif     ,Groundnut,15211,24621
Tamil Nadu,DHARMAPURI,2004,Kharif     ,Horse-gram,13752,4490
Tamil Nadu,DHARMAPURI,2004,Kharif     ,Jowar,21473,24999
Tamil Nadu,DHARMAPURI,2004,Kharif     ,Maize,202,223
Tamil Nadu,DHARMAPURI,2004,Kharif     ,Moong(Green Gram),1080,472
Tamil Nadu,DHARMAPURI,2004,Kharif     ,Other Kharif pulses,6809,1422
Tamil Nadu,DHARMAPURI,2004,Kharif     ,Ragi,17798,25796
Tamil Nadu,DHARMAPURI,2004,Kharif     ,Rice,13915,38568
Tamil Nadu,DHARMAPURI,2004,Kharif     ,Sesamum,363,163
Tamil Nadu,DHARMAPURI,2004,Kharif     ,Small millets,21591,18699
Tamil Nadu,DHARMAPURI,2004,Kharif     ,Sunflower,600,306
Tamil Nadu,DHARMAPURI,2004,Kharif     ,Urad,1706,1180
Tamil Nadu,DHARMAPURI,2004,Rabi       ,Gram,756,110
Tamil Nadu,DHARMAPURI,2004,Rabi       ,Rapeseed &Mustard,5,1
Tamil Nadu,DHARMAPURI,2004,Whole Year ,Arecanut,308,393
Tamil Nadu,DHARMAPURI,2004,Whole Year ,Banana,468,19879
Tamil Nadu,DHARMAPURI,2004,Whole Year ,Cashewnut,1,
Tamil Nadu,DHARMAPURI,2004,Whole Year ,Coconut ,9131,114800
Tamil Nadu,DHARMAPURI,2004,Whole Year ,Coriander,539,234
Tamil Nadu,DHARMAPURI,2004,Whole Year ,Dry chillies,742,480
Tamil Nadu,DHARMAPURI,2004,Whole Year ,Onion,141,1364
Tamil Nadu,DHARMAPURI,2004,Whole Year ,Sugarcane,9819,783163
Tamil Nadu,DHARMAPURI,2004,Whole Year ,Sweet potato,5,76
Tamil Nadu,DHARMAPURI,2004,Whole Year ,Tapioca,22029,1095224
Tamil Nadu,DHARMAPURI,2004,Whole Year ,Turmeric,2522,7914
Tamil Nadu,DHARMAPURI,2005,Kharif     ,Arhar/Tur,1465,806
Tamil Nadu,DHARMAPURI,2005,Kharif     ,Bajra,1080,1391
